,filename,file_type,contig,contig_len,plasmid_name,plasmid_accession,top_hit
657,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_87_genome.fasta,short,NODE_48_length_18151_cov_29.707093|NODE_185_length_1002_cov_1.055619|NODE_27_length_69384_cov_29.517679,18151.0,IncP6|IncFII(K)|pKPC-CAV1321,JF785550|CP000648|CP011611,NZ_KX810825.1
659,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_88_genome.fasta,short,NODE_49_length_18151_cov_29.378503|NODE_27_length_69384_cov_29.571286,18151.0,IncP6|pKPC-CAV1321,JF785550|CP011611,NZ_KX810825.1
661,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,NODE_34_length_51740_cov_29.626068,51740.0,pKPC-CAV1321,CP011611,NZ_CP056209.1
662,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,NODE_77_length_18822_cov_29.007861|NODE_105_length_10135_cov_28.655782,18822.0,IncFIB(K)|IncFII,JN233704|AY458016,NZ_MG516909.1
663,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_8_genome.fasta,short,NODE_1409_length_3808_cov_2.115541,3808.0,IncFIB(pENTAS01),CP003027,NZ_AP022500.1
675,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_8_genome.fasta,short,NODE_740_length_6082_cov_2.470223|NODE_163_length_22273_cov_29.378611|NODE_1658_length_3318_cov_4.493588|NODE_184_length_20187_cov_3.658627|NODE_254_length_14959_cov_28.717752|NODE_2576_length_2352_cov_1.869117|NODE_3109_length_2010_cov_1.931710|NODE_3205_length_1954_cov_2.484997|NODE_339_length_11719_cov_3.177186|NODE_3859_length_1660_cov_2.009747|NODE_536_length_7853_cov_3.282721|NODE_672_length_6596_cov_4.181622,6082.0,IncFII(K)|IncFIB(AP001918)|IncFII(pBK30683)|IncP6|IncFII(29)|pKPC-CAV1321|IncFIB(pECLA)|IncFIB(K)|IncFIA(HI1)|IncFII(pECLA)|IncR|IncFII(Yp),CP000648|AP001918|KF954760|JF785550|CP003035|CP011611|CP001919|JN233704|AF250878|CP001919|DQ449578|CP000670,NZ_CP026179.1
677,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_8_plasmid.fasta,short,NODE_92_length_14959_cov_28.717752_component_0|NODE_71_length_22273_cov_29.378611_component_0,14959.0,IncFII(29)|IncFIB(AP001918),CP003035|AP001918,NZ_CP070067.1
684,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_90_genome.fasta,short,NODE_99_length_12877_cov_28.956569|NODE_108_length_8717_cov_28.059097|NODE_114_length_8002_cov_28.410100|NODE_87_length_17135_cov_27.827554|NODE_89_length_16097_cov_28.695356|NODE_91_length_15264_cov_28.906888|NODE_98_length_13385_cov_28.836399,12877.0,IncFIB(K)|IncFII(K)|IncFII(K)|IncFIB(pECLA)|IncR|IncFIB(pQil)|IncFII(pECLA),JN233704|CP000648|CP000648|CP001919|DQ449578|JN233705|CP001919,LR890588.1
686,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,NODE_103_length_35707_cov_29.071938,35707.0,IncX3,JN247852,NZ_AP022058.1
692,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,NODE_2940_length_1337_cov_1.466283,1337.0,IncFII(Yp),CP000670,
695,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,NODE_378_length_9247_cov_18.240631|NODE_1004_length_4171_cov_2.199506|NODE_131_length_27131_cov_6.885006|NODE_164_length_19133_cov_29.503419|NODE_2168_length_1749_cov_2.342752|NODE_292_length_11442_cov_5.838972|NODE_340_length_10020_cov_2.456208|NODE_3536_length_1134_cov_1.858835,9247.0,IncFII(K)|IncFII(pECLA)|IncP6|pKPC-CAV1321|repB(R1701)|IncFIB(pECLA)|IncFIA(HI1)|IncFIB(pB171),CP000648|CP001919|JF785550|CP011611|CP039970|CP001919|AF250878|AB024946,NZ_LR890361.1
696,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_genome.fasta,short,NODE_4100_length_989_cov_1.486175,989.0,IncR,DQ449578,
697,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_plasmid.fasta,short,NODE_67_length_35707_cov_29.071938_component_0,35707.0,IncX3,JN247852,NZ_AP022058.1
699,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_91_plasmid.fasta,short,NODE_99_length_19133_cov_29.503419_component_0|NODE_82_length_27131_cov_6.885006_component_0,19133.0,pKPC-CAV1321|IncP6,CP011611|JF785550,NZ_CP019987.1
702,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_92_genome.fasta,short,NODE_65_length_16140_cov_3.558649|NODE_35_length_41074_cov_23.233609|NODE_64_length_16764_cov_22.929039,16140.0,IncP6|IncFII(pECLA)|IncFIB(pECLA),JF785550|CP001919|CP001919,NZ_KX810825.1
703,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_92_plasmid.fasta,short,NODE_1_length_16140_cov_3.558649_component_0,16140.0,IncP6,JF785550,NZ_KX810825.1
704,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_93_genome.fasta,short,NODE_128_length_1606_cov_2.431650,1606.0,IncP6,JF785550,NZ_LS998784.1
706,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_93_genome.fasta,short,NODE_64_length_16764_cov_5.715796|NODE_35_length_41073_cov_5.528301,16764.0,IncFIB(pECLA)|IncFII(pECLA),CP001919|CP001919,NZ_AP022432.1
708,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_93_plasmid.fasta,short,NODE_3_length_16764_cov_5.715796_component_0|NODE_1_length_41620_cov_5.716909_component_0,16764.0,IncFIB(pECLA)|IncFII(pECLA),CP001919|CP001919,NZ_AP022432.1
711,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_94_genome.fasta,short,NODE_64_length_16104_cov_4.059876|NODE_18_length_73750_cov_23.046354|NODE_63_length_16764_cov_20.010755,16104.0,IncP6|IncFII(pECLA)|IncFIB(pECLA),JF785550|CP001919|CP001919,NZ_KX810825.1
712,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_94_plasmid.fasta,short,NODE_1_length_16104_cov_4.059876_component_0,16104.0,IncP6,JF785550,NZ_KX810825.1
714,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_95_genome.fasta,short,NODE_17_length_92878_cov_26.990179|NODE_16_length_92973_cov_17.136637,92878.0,IncFII(Yp)|IncFIB(K)(pCAV1099-114),CP000670|CP011596,NZ_CP058197.1
715,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_95_genome.fasta,short,NODE_37_length_4955_cov_3.370501,4955.0,IncP6,JF785550,NZ_KX912255.1
716,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_95_plasmid.fasta,short,NODE_1_length_72934_cov_16.490531_component_0,72934.0,IncFIB(K)(pCAV1099-114),CP011596,NZ_CP069944.1
718,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_96_genome.fasta,short,NODE_48_length_35114_cov_26.979453,35114.0,IncX10,OQ821188.1,NZ_AP022436.1
719,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_96_genome.fasta,short,NODE_61_length_18393_cov_4.412544|NODE_39_length_39205_cov_26.856796,18393.0,IncP6|IncFIB(pQil),JF785550|JN233705,NZ_KX810825.1
720,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_96_plasmid.fasta,short,NODE_2_length_18393_cov_4.412544_component_1,18393.0,IncP6,JF785550,NZ_KX810825.1
721,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_97_genome.fasta,short,NODE_39_length_42934_cov_26.846355,42934.0,IncFIB(pENTAS01),CP003027,NZ_AP022488.1
722,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_97_genome.fasta,short,NODE_40_length_34872_cov_10.349227,34872.0,IncP6,JF785550,NZ_CP056410.1
723,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_97_plasmid.fasta,short,NODE_1_length_22297_cov_9.752119_component_0,22297.0,IncP6,JF785550,CP056627.1
724,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_99_genome.fasta,short,NODE_49_length_35707_cov_27.750126,35707.0,IncX3,JN247852,NZ_AP022058.1
725,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_99_genome.fasta,short,NODE_75_length_17578_cov_27.485249,17578.0,pKPC-CAV1321,CP011611,NZ_CP019987.1
731,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_9_genome.fasta,short,NODE_3594_length_973_cov_2.008216,973.0,IncFIA(HI1),AF250878,
732,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_9_genome.fasta,short,NODE_5233_length_677_cov_1.532374,677.0,IncFII(29),CP003035,
739,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_9_genome.fasta,short,NODE_905_length_6589_cov_2.261286|NODE_1072_length_5244_cov_2.293578|NODE_1272_length_4035_cov_2.437660|NODE_1285_length_3987_cov_6.803932|NODE_2140_length_1717_cov_2.328947|NODE_314_length_19892_cov_8.115826|NODE_573_length_11416_cov_8.317840|NODE_597_length_10770_cov_29.073810|NODE_59_length_66408_cov_10.816601|NODE_69_length_61660_cov_29.376997|NODE_72_length_61174_cov_11.971271|NODE_825_length_7344_cov_29.144400,6589.0,IncFIB(pB171)|IncFIB(pECLA)|IncFII(pECLA)|IncFII(Yp)|IncFII(Yp)|IncFIA(HI1)|IncR|IncR|IncFII(pBK30683)|pKPC-CAV1321|IncFII(K)|IncFIB(K),AB024946|CP001919|CP001919|CP000670|CP000670|AF250878|DQ449578|DQ449578|KF954760|CP011611|CP000648|JN233704,CP057747.1
744,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_9_plasmid.fasta,short,NODE_419_length_7344_cov_29.144400_component_0|NODE_167_length_19892_cov_8.115826_component_0|NODE_327_length_11416_cov_8.317840_component_0|NODE_342_length_10770_cov_29.073810_component_0|NODE_40_length_66408_cov_10.816601_component_0|NODE_44_length_61660_cov_29.376997_component_0,7344.0,IncFIB(K)|IncFIA(HI1)|IncR|IncR|IncFII(pBK30683)|pKPC-CAV1321,JN233704|AF250878|DQ449578|DQ449578|KF954760|CP011611,NZ_CP056712.1
748,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_11_genome.fasta,short,NODE_51_length_15961_cov_23.471338|NODE_10_length_32024_cov_9.046547|NODE_203_length_5507_cov_5.689751,15961.0,IncN|repA(dmsm701b|IncR,AY046276|CP095679|DQ449578,AP024793.1
751,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_12_genome.fasta,short,NODE_4_length_12206_cov_11.678279|NODE_24_length_5525_cov_8.414323|NODE_3_length_15589_cov_7.889255,12206.0,IncFIA|IncFIB(AP001918)|IncFII(pRSB107),AP001918|AP001918|AJ851089,NZ_HG941719.1
754,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_12_plasmid.fasta,short,NODE_9_length_5525_cov_8.414323_component_0|NODE_1_length_29558_cov_13.200054_component_0|NODE_3_length_15534_cov_7.804126_component_0,5525.0,IncFIB(AP001918)|IncFIA|IncFII(pRSB107),AP001918|AP001918|AJ851089,NZ_CP069982.1
756,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_13_genome.fasta,short,NODE_254_length_3801_cov_20.476087|NODE_205_length_4578_cov_5.039713,3801.0,IncFIA(HI1)|IncFIB(pQil),AF250878|JN233705,LR890283.1
757,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_13_genome.fasta,short,NODE_365_length_2350_cov_3.245402,2350.0,IncFII(K),CP000648,
761,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_15_genome.fasta,short,NODE_63_length_69219_cov_7.220643,69219.0,IncC,JN157804,NC_019065.1
762,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_15_genome.fasta,short,NODE_82_length_46192_cov_28.696816|NODE_1646_length_1751_cov_2.036810|NODE_1676_length_1728_cov_2.454885|NODE_225_length_9582_cov_29.873375,46192.0,IncFIB(K)|IncFIA(HI1)|IncFII(K)|IncFII(K),JN233704|AF250878|CP000648|CP000648,LR890439.1
765,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_15_plasmid.fasta,short,NODE_31_length_69219_cov_7.220643_component_3,69219.0,IncC,JN157804,NC_019065.1
767,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_15_plasmid.fasta,short,NODE_96_length_9582_cov_29.873375_component_0|NODE_183_length_1751_cov_2.036810_component_3|NODE_185_length_1728_cov_2.454885_component_0|NODE_39_length_46192_cov_28.696816_component_0,9582.0,IncFII(K)|IncFIA(HI1)|IncFII(K)|IncFIB(K),CP000648|AF250878|CP000648|JN233704,NZ_LR890361.1
768,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_17_genome.fasta,short,NODE_1_length_68110_cov_31.070070,68110.0,IncFII(pHN7A8),JN232517,NZ_CP040319.1
769,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_17_genome.fasta,short,NODE_380_length_2030_cov_3.829230,2030.0,pKPC-CAV1321,CP011611,NZ_CP056337.1
770,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_17_genome.fasta,short,NODE_3_length_22796_cov_15.846086,22796.0,IncFII(pCRY),NC005814,NZ_CP026280.1
771,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_17_plasmid.fasta,short,NODE_1_length_68110_cov_31.070070_component_0,68110.0,IncFII(pHN7A8),JN232517,NZ_CP040319.1
772,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_17_plasmid.fasta,short,NODE_3_length_22796_cov_15.846086_component_4,22796.0,IncFII(pCRY),NC005814,NZ_CP026280.1
773,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_18_genome.fasta,short,NODE_2_length_32212_cov_39.163473,32212.0,IncFII(pSE11),AP009242,CP057076.1
774,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_18_genome.fasta,short,NODE_407_length_1931_cov_5.458564,1931.0,IncFIB(H89-PhagePlasmid),HG530657,NZ_CP019027.1
775,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_18_plasmid.fasta,short,NODE_2_length_32212_cov_39.163473_component_0,32212.0,IncFII(pSE11),AP009242,CP057076.1
776,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_1_genome.fasta,short,NODE_1_length_30025_cov_6.320994,30025.0,IncX4,FN543504,NZ_CP035754.1
777,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_20_genome.fasta,short,NODE_660_length_1040_cov_4.280740,1040.0,IncFII(K),CP000648,NZ_CP056702.1
778,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_21_genome.fasta,short,NODE_41_length_11021_cov_20.880550,11021.0,IncFIB(K),JN233704,CP052337.1
780,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_22_genome.fasta,short,NODE_159_length_4984_cov_15.172116|NODE_136_length_7897_cov_8.322917,4984.0,IncFII|IncFIB(K),AY458016|JN233704,CP056413.1
781,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_22_plasmid.fasta,short,NODE_1_length_13144_cov_23.201336_component_1,13144.0,IncFIB(K),JN233704,NZ_MG516909.1
783,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_24_genome.fasta,short,NODE_11251_length_604_cov_1.055901,604.0,IncFII(Cf),CP056911,
787,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_24_genome.fasta,short,NODE_2048_length_1864_cov_1.858290|NODE_1049_length_2646_cov_1.735446,1864.0,IncFII(pSE11)|IncFIB(AP001918),AP009242|AP001918,NZ_CP078136.1
788,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_24_genome.fasta,short,NODE_500_length_3840_cov_2.051896|NODE_114_length_13689_cov_4.415463|NODE_116_length_13212_cov_28.813154|NODE_132_length_9940_cov_6.350749,3840.0,IncFII(K)|IncFII(K)|IncFIB(K)|IncFIA(HI1),CP000648|CP000648|JN233704|AF250878,NZ_CP056702.1
789,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_24_genome.fasta,short,NODE_7082_length_859_cov_1.460705,859.0,IncX1,EU370913,
792,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_24_plasmid.fasta,short,NODE_89_length_9940_cov_6.350749_component_0|NODE_75_length_13689_cov_4.415463_component_0|NODE_77_length_13212_cov_28.813154_component_0,9940.0,IncFIA(HI1)|IncFII(K)|IncFIB(K),AF250878|CP000648|JN233704,NZ_CP026208.1
793,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_25_genome.fasta,short,NODE_10_length_17504_cov_5.896738,17504.0,IncFIB(H89-PhagePlasmid),HG530657,NZ_CP062814.1
794,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_26_genome.fasta,short,NODE_4_length_35459_cov_48.331768,35459.0,IncFII,AY458016,CP043759.1
795,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_26_plasmid.fasta,short,NODE_3_length_30537_cov_53.254570_component_3,30537.0,IncFII,AY458016,CP043759.1
798,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,NODE_69_length_21606_cov_28.863021|NODE_125_length_4656_cov_29.241235|NODE_154_length_3834_cov_29.493132,21606.0,IncFIB(K)(pCAV1099-114)|IncFII(K)|IncFIA(HI1),CP011596|CP000648|AF250878,NZ_LR890649.1
799,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_28_genome.fasta,short,NODE_89_length_19773_cov_8.602025,19773.0,IncFII(K),CP000648,NZ_CP011623.1
800,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_30_genome.fasta,short,NODE_78_length_13731_cov_16.506760,13731.0,IncI1-I(Alpha),AP005147,NZ_CP020494.1
801,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_32_genome.fasta,short,NODE_1_length_83318_cov_17.663918,83318.0,IncFIB(pB171)|IncFIA(HI1)|IncFII(pHN7A8),AB024946|AF250878|JN232517,CP057039.1
802,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_32_plasmid.fasta,short,NODE_1_length_83318_cov_17.663918_component_1,83318.0,IncFIB(pB171)|IncFIA(HI1)|IncFII(pHN7A8),AB024946|AF250878|JN232517,CP057039.1
803,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_35_genome.fasta,short,NODE_12_length_40445_cov_39.802624,40445.0,IncFII,AY458016,CP057943.1
805,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_35_genome.fasta,short,NODE_54_length_18232_cov_6.550439|NODE_35_length_24886_cov_8.716576,18232.0,IncHI2|IncHI2A,BX664015|BX664015,NZ_CP033253.2
806,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_35_plasmid.fasta,short,NODE_9_length_40445_cov_39.802624_component_1,40445.0,IncFII,AY458016,CP057943.1
807,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_36_genome.fasta,short,NODE_305_length_2771_cov_3.782264,2771.0,IncFII(pKP91),CP000966,NZ_AP022140.1
808,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_37_genome.fasta,short,NODE_38_length_44109_cov_34.047627,44109.0,IncFII,AY458016,NZ_CP011418.1
809,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_37_genome.fasta,short,NODE_50_length_27784_cov_17.563858,27784.0,IncI1-I(Alpha),AP005147,CP056817.1
810,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_37_genome.fasta,short,NODE_76_length_9773_cov_13.524865,9773.0,IncI2(Delta),AP002527,NZ_CP063156.1
813,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_38_genome.fasta,short,NODE_133_length_4430_cov_18.467626|NODE_124_length_5086_cov_24.208459,4430.0,IncFIB(AP001918)|IncFII(pRSB107),AP001918|AJ851089,NZ_MW228449.1
815,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_38_genome.fasta,short,NODE_89_length_12788_cov_17.202889|NODE_109_length_7954_cov_24.383123|NODE_33_length_47311_cov_24.520852,12788.0,IncI(Gamma)|IncFII|IncB/O/K/Z,AP011954|AY458016|CU928147,NZ_CP054216.1
818,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_3_genome.fasta,short,NODE_23_length_64043_cov_14.209036|NODE_159_length_3864_cov_15.858402|NODE_218_length_1548_cov_13.924317,64043.0,IncFIB(AP001918)|IncFIA|IncFII|IncFII,AP001918|AY458016|AY458016,NZ_CP029113.1
821,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_3_plasmid.fasta,short,NODE_27_length_1548_cov_13.924317_component_0|NODE_14_length_3982_cov_16.206164_component_0|NODE_1_length_64043_cov_14.209036_component_0,1548.0,IncFII|IncFII|IncFIB(AP001918)|IncFIA,AY458016|AY458016|AP001918,NZ_CP024852.1
823,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_41_genome.fasta,short,NODE_177_length_6186_cov_4.699918|NODE_155_length_8413_cov_3.788953,6186.0,IncFIA(HI1)|IncFII(K),AF250878|CP000648,AP022554.1
824,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_4_genome.fasta,short,NODE_166_length_7597_cov_6.997459,7597.0,IncY,K02380,NZ_MT162143.1
825,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_4_plasmid.fasta,short,NODE_8_length_7729_cov_7.562697_component_0,7729.0,IncY,K02380,NZ_MT162143.1
830,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_5_genome.fasta,short,NODE_246_length_9808_cov_28.159905|NODE_1535_length_2712_cov_1.444230|NODE_1673_length_2488_cov_3.706802|NODE_2405_length_1702_cov_1.951929,9808.0,IncFIB(K)|repA(dmsm701b|IncFII(K)|IncFII(K),JN233704|CP095679|CP000648|CP000648,NZ_CP070582.1
831,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_5_genome.fasta,short,NODE_292_length_8906_cov_2.258167,8906.0,IncC,JN157804,NZ_CP070578.1
832,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_5_genome.fasta,short,NODE_3198_length_1249_cov_1.447695,1249.0,IncFIB(AP001918),AP001918,NZ_CP010201.1
833,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_5_genome.fasta,short,NODE_4775_length_792_cov_1.268256,792.0,IncR,DQ449578,
834,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_5_plasmid.fasta,short,NODE_85_length_9808_cov_28.159905_component_0,9808.0,IncFIB(K),JN233704,NZ_CP070582.1
836,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_7_genome.fasta,short,NODE_1_length_101631_cov_11.346291,101631.0,IncI1-I(Alpha),AP005147,NZ_CP068044.1
837,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_7_genome.fasta,short,NODE_30_length_2172_cov_4.997075|NODE_13_length_4193_cov_5.024804,2172.0,IncFIB(AP001918)|IncFIA,AP001918|AP001918,CP063717.1
838,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_7_genome.fasta,short,NODE_508_length_753_cov_3.411392,753.0,IncFIC(FII),AP001918,
840,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_9_genome.fasta,short,NODE_9_length_7602_cov_10.479481|NODE_17_length_5641_cov_21.193659,7602.0,IncFIB(AP001918)|IncFII,AP001918|AY458016,NZ_CP027598.1
842,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_10_genome.fasta,short,NODE_24_length_73779_cov_28.868799|NODE_155_length_1035_cov_2.133479,73779.0,IncFIB(AP001918)|IncFII(29)|IncFIA,AP001918|CP003035|AP001918,NZ_CP047577.1
843,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_11_genome.fasta,short,NODE_19_length_86125_cov_28.638656,86125.0,IncFIB(AP001918)|IncFIA|IncFII(29),AP001918|CP003035,NZ_CP010345.1
844,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_11_plasmid.fasta,short,NODE_1_length_86125_cov_28.638656_component_0,86125.0,IncFIB(AP001918)|IncFIA|IncFII(29),AP001918|CP003035,NZ_CP010345.1
845,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_12_genome.fasta,short,NODE_22_length_85218_cov_27.975076,85218.0,IncFIB(AP001918)|IncFII(pSE11),AP001918|AP009242,CP057471.1
846,/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH_12_plasmid.fasta,short,NODE_1_length_85218_cov_27.975076_component_0,85218.0,IncFIB(AP001918)|IncFII(pSE11),AP001918|AP009242,CP057471.1
